automaker,series,year,kilometers_traveled,condition,type,volume,origin,warranty_policy,weight,location,partner,price
Honda,Vario,2022,13000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,38999000.0
Honda,Vario,2018,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,45500000.0
Yamaha,Jupiter,2010,99999.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Kiên Giang,0,4000000.0
Yamaha,Sirius,2020,10000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10900000.0
Yamaha,Grande,2016,28000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,16800000.0
Yamaha,Exciter,2012,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15500000.0
GPX,Demon 150GR,2023,17000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Bình Dương,0,31500000.0
Hãng khác,Dòng khác,2023,,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,6800000.0
Piaggio,Vespa,2016,21000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,19000000.0
Honda,Wave,1998,9999.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7500000.0
Yamaha,Janus,2018,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12500000.0
Piaggio,Sprint,2019,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,59500000.0
Honda,SH,2021,9999.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,68000000.0
Honda,Vario,2022,5.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,43000000.0
Honda,Air Blade,2016,17000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,32000000.0
Hãng khác,Dòng khác,2017,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10000000.0
Honda,Air Blade,2020,28000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,41000000.0
GPX,Demon X 125cc,2019,11999.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16800000.0
Honda,Wave,2005,2355.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12500000.0
Yamaha,Exciter,2018,27000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,23800000.0
Suzuki,Raider,2022,54000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Đà Nẵng,0,26000000.0
Honda,SH,2012,34000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,39500000.0
SYM,Cello,2012,21500.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,12500000.0
Honda,PCX,2011,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Hà Nội,1,18000000.0
Honda,Future,2019,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Sóc Trăng,0,20000000.0
Honda,Vision,2018,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16500000.0
Honda,Dòng khác,2009,12000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12000000.0
Suzuki,GN,2023,3000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,27000000.0
Piaggio,Sprint,2018,6000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,40000000.0
Honda,SH,2009,27000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,85000000.0
Honda,Wave,2017,20000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
Honda,Wave,2020,10000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,13800000.0
Yamaha,Mio,2019,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,3000000.0
Yamaha,Jupiter,2016,578569.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3000000.0
Suzuki,Hayate,2011,8686.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,3000000.0
Yamaha,Nvx,2020,3000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,18800000.0
Honda,CB,2022,1000.0,Đã sử dụng,Tay côn/Moto,,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,193800000.0
Honda,Chaly,1980,53000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6900000.0
Honda,Wave,2012,1668.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Bà Rịa - Vũng Tàu,0,5500000.0
Yamaha,Janus,2022,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,21800000.0
Honda,Win,2010,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,5000000.0
Yamaha,Jupiter,2018,18000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,3600000.0
Honda,Vision,2018,18000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,21200000.0
Honda,Vario,2018,10.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,37500000.0
Honda,Dream,2010,456758.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20800000.0
Honda,SH,2021,6161.0,Đã sử dụng,Tay ga,Trên 175 cc,Mỹ,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,210000000.0
Honda,SH Mode,2020,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,49000000.0
Piaggio,Liberty,2013,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,11900000.0
Yamaha,Exciter,2010,1000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,45000000.0
Honda,Wave,2007,700000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,7000000.0
Honda,Lead,2018,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,24500000.0
Yamaha,Nouvo,2013,30.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4800000.0
Honda,Future,2021,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,29500000.0
Honda,Air Blade,2008,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9900000.0
Yamaha,R,2017,15000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,29800000.0
Honda,SH,2010,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,125000000.0
Honda,Air Blade,2011,39000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,10700000.0
Honda,Wave,2011,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,6700000.0
Yamaha,Janus,2018,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,17800000.0
Yamaha,Luvias,2021,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9900000.0
Piaggio,Liberty,2020,13000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,29990000.0
Honda,PCX,2015,15000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,15800000.0
Yamaha,Sirius,2018,11000.0,Đã sử dụng,Xe số,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7300000.0
Honda,Air Blade,2013,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,19800000.0
Honda,Vision,2019,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,22800000.0
Honda,SH Mode,2014,,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,37990000.0
Piaggio,Liberty,2014,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,12800000.0
Honda,Wave,2015,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,6000000.0
Yamaha,Luvias,2012,29.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6800000.0
Honda,SH,2022,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,78000000.0
Hãng khác,Avitor,2013,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,2300000.0
Honda,Lead,2019,16000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,28500000.0
Honda,Vision,2015,25059.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16400000.0
Honda,Air Blade,2010,123.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,17500000.0
Yamaha,Mio,2023,7000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,24900000.0
Honda,Wave,1980,20000.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8000000.0
Honda,SH,2018,,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Lâm Đồng,1,63000000.0
Honda,Vario,2020,36000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Đồng Nai,0,32000000.0
Honda,SH,2022,4000.0,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,113000000.0
Yamaha,Exciter,2011,40000.0,Đã sử dụng,Tay côn/Moto,,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15000000.0
Suzuki,GSX,2020,8000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Hà Nội,1,20000000.0
Honda,Future,2023,3000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,24500000.0
Honda,Vision,2018,20000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,20500000.0
Honda,Wave,2013,35000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,9800000.0
Honda,SH,2017,10000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,68800000.0
Yamaha,Sirius,2022,1300.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9500000.0
Honda,Air Blade,2017,20000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,23900000.0
Honda,Winner,2019,,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,18800000.0
Honda,Air Blade,2022,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,34000000.0
Piaggio,Sprint,2020,2000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,59800000.0
Honda,Air Blade,2014,13600.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,10800000.0
Piaggio,Vespa,2020,10003.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,28000000.0
Honda,SH,2018,5.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,65000000.0
Honda,SH,2010,35000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,83000000.0
Honda,Air Blade,2011,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,13500000.0
Honda,Winner,2016,12000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18500000.0
Ducati,Monster,2015,18200.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,128000000.0
Honda,Wave,2004,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,7700000.0
Honda,Air Blade,2018,16800.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,22500000.0
Honda,SH Mode,2018,13000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,40000000.0
Honda,PCX,2010,21500.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,27500000.0
Piaggio,LX,2011,29000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Hà Nội,1,10500000.0
Honda,Scoopy,2022,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,39800000.0
Honda,Wave,2022,12000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,16000000.0
Honda,Wave,2020,7000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,14000000.0
Piaggio,GTS,2016,19000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,41800000.0
Yamaha,Nouvo,2008,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4500000.0
Honda,Dream,2000,5000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,10000000.0
Yamaha,Nozza,2012,24000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,11500000.0
Kawasaki,Z650,2021,18000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,128800000.0
Yamaha,Sirius,2016,15000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7600000.0
Piaggio,Sprint,2020,5000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,64900000.0
Honda,Wave,2006,50000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,13800000.0
SYM,Attila,2011,30000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,4500000.0
Honda,Wave,2019,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14000000.0
Suzuki,GSX,2018,20000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,30500000.0
Honda,SH,2011,10.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,186000000.0
Suzuki,Hayate,2011,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,6200000.0
Honda,Future,2022,1900.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,29800000.0
Honda,Vision,2019,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,26000000.0
Honda,Future,2020,14000.0,Đã sử dụng,Xe số,,Việt Nam,Bảo hành hãng,> 50 kg,Đồng Nai,0,25000000.0
Piaggio,Vespa,2010,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9500000.0
Honda,Lead,2010,21066.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,8800000.0
Suzuki,Hayate,2013,100.0,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,1300000.0
Honda,Lead,2019,5000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,18800000.0
Yamaha,Exciter,2017,1000.0,Đã sử dụng,Tay côn/Moto,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,17000000.0
Yamaha,Sirius,2010,37000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,5500000.0
Honda,Vision,2012,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,11500000.0
Honda,Future,2000,19999.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,16800000.0
Yamaha,MT,2020,,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Lâm Đồng,1,46000000.0
Honda,Wave,2010,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,6800000.0
Hãng khác,Dòng khác,2005,27623.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14500000.0
Yamaha,Nvx,2018,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,1,26500000.0
Yamaha,Mio,2007,35000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,8300000.0
Honda,Air Blade,2018,7979.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đắk Lắk,0,26500000.0
Honda,Future,2022,12000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,31000000.0
Yamaha,Nouvo,2010,23456.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Cần Thơ,0,6800000.0
Yamaha,Nouvo,2018,8000.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7800000.0
Yamaha,Dòng khác,2011,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,18500000.0
Honda,Wave,2010,3000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,0,7500000.0
Honda,Dream,2003,1234.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,17000000.0
Honda,Wave,2017,15000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,9500000.0
Honda,Air Blade,2021,11000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,25000000.0
Honda,Wave,2014,,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,12500000.0
Piaggio,Liberty,2011,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,10900000.0
Honda,Air Blade,2016,22222.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,22500000.0
Honda,Wave,2018,18.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,14500000.0
Honda,CB,2009,21000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15500000.0
Honda,PCX,2015,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3100000.0
Piaggio,Vespa,2012,35000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,9800000.0
Yamaha,Sirius,2012,40000.0,Đã sử dụng,Xe số,,Nhật Bản,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8800000.0
SYM,Attila,2020,4444.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Bến Tre,0,3600000.0
Honda,Vision,2015,32874.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,15700000.0
Honda,Dream,2003,23000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Đồng Nai,0,21500000.0
Honda,Vario,2020,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,30500000.0
Honda,Wave,2017,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,Cần Thơ,0,4000000.0
Honda,Air Blade,2012,123.0,Đã sử dụng,Tay ga,,Đang cập nhật,Bảo hành hãng,> 50 kg,Đà Nẵng,0,12000000.0
Honda,SH,2018,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,62800000.0
Honda,Wave,2005,35000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,Hà Nội,0,23000000.0
Honda,Vario,2020,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,16500000.0
Honda,Wave,2008,20000.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,8300000.0
Yamaha,Mio,2021,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,1,19000000.0
Honda,SH,2019,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,Hà Nội,1,76800000.0
Hãng khác,Dòng khác,2002,7979.0,Đã sử dụng,Xe số,,Đang cập nhật,Bảo hành hãng,> 50 kg,Tp Hồ Chí Minh,0,3400000.0
